Company,Revenue,Profit
General Motors,"63,221.10","3,508.00"
Exxon Mobil,"60,334.50","2,763.00"
Ford Motor,"42,784.10","1,588.90"
Mobil,"34,736.00","1,125.60"
Texaco,"28,607.50",852.5
ChevronTexaco,"23,232.40","1,105.90"
Intl. Business Machines,"21,076.10","3,110.60"
General Electric,"19,653.80","1,229.70"
Gulf Oil,"18,069.00",791
Chrysler,"16,340.70",-204.6
ITT Industries,"15,261.20",661.8
Amoco,"14,961.50","1,076.40"
Atlantic Richfield,"12,298.40",804.3
Shell Oil,"11,062.90",813.6
U.S. Steel,"11,049.50",242
DuPont,"10,584.20",787
AT&T Technologies,"9,521.80",561.2
Conoco,"9,455.20",451.3
Tenneco Automotive,"8,762.00",466
Procter & Gamble,"8,099.70",511.7
Union Carbide,"7,869.70",394.3
Goodyear Tire & Rubber,"7,489.10",226.1
Sunoco,"7,428.20",365.4
Caterpillar,"7,219.20",566.3
Eastman Kodak,"7,012.90",902.3
ConocoPhillips,"6,997.80",710.5
Dow Chemical,"6,887.60",575.2
Navistar International,"6,664.30",186.7
CBS,"6,663.30",243.4
RCA,"6,600.60",278.4
Beatrice,"6,313.90",221.5
United Technologies,"6,265.30",234.1
Occidental Petroleum,"6,252.60",6.7
Bethlehem Steel,"6,184.90",225.1
Unocal,"5,954.90",382.3
Xerox,"5,901.90",476.9
Rockwell Automation,"5,832.80",176.6
Esmark,"5,827.20",80.1
Kraft,"5,669.90",184
Boeing,"5,463.00",322.9
General Foods,"5,376.20",169.5
LTV,"5,260.50",39.6
BP America,"5,197.70",450.2
Ashland,"5,166.70",244.8
Monsanto,"5,018.70",302.6
Altria Group,"4,968.90",408.6
Nabisco Group Holdings,"4,951.70",441.9
Firestone Tire & Rubber,"4,878.10",-148.3
Amerada Hess,"4,701.10",142.4
3M,"4,661.70",563
Citgo Petroleum,"4,660.90",118
Marathon Oil,"4,509.40",225.2
Georgia-Pacific,"4,403.00",302
ARMCO,"4,357.30",198.3
Greyhound,"4,351.20",58.4
Coca-Cola,"4,337.90",374.7
Colgate-Palmolive,"4,312.10",175.6
Gulf & Western Industries,"4,312.00",180.5
Sealed Air,"4,309.60",170.4
PepsiCo,"4,300.00",225.8
Deere,"4,155.00",264.8
International Paper,"4,150.20",234.2
McDonnell Douglas,"4,130.30",161.1
Ralston Purina,"4,058.40",154.6
Alcoa,"4,051.80",312.7
American Can,"3,981.00",105.6
Continental Group,"3,943.90",126.2
Borden Chemical,"3,802.60",135.8
Weyerhaeuser,"3,799.40",371.1
TRW,"3,787.20",174.2
National Intergroup,"3,750.40",112.4
Litton Industries,"3,651.30",-90.8
Sperry,"3,649.50",176.6
Champion International,"3,632.40",168.7
Bendix,"3,625.50",129.6
Signal Companies,"3,571.80",160.7
Honeywell,"3,547.80",201.4
Sara Lee,"3,535.60",100.6
Getty Oil,"3,514.70",327.8
Johnson & Johnson,"3,497.30",299.1
Lockheed Martin,"3,496.30",64.9
Republic Steel,"3,479.50",111.1
Fortune Brands,"3,293.50",211.5
Honeywell Intl.,"3,268.00",120.2
Ryerson Tull,"3,248.00",158.3
General Mills,"3,243.00",135.8
